Tid,Avstand,X,Y,Z,Error,Power,uP,uI,uD
2843,298,11,4,1017,2,0,0,0,0
2844,298,11,4,1019,2,0,0,0,0
2845,298,11,4,1020,2,0,0,0,0
2846,299,12,4,1020,1,0,0,0,0
2847,298,13,5,1020,2,0,0,0,0
2848,298,13,4,1019,2,0,0,0,0
2849,298,13,4,1018,2,0,0,0,0
2850,299,14,4,1018,1,0,0,0,0
2851,298,14,4,1019,2,0,0,0,0
2852,298,15,4,1018,2,0,0,0,0
2853,298,14,4,1018,2,0,0,0,0
2854,299,13,4,1017,1,0,0,0,0
2855,298,12,4,1017,2,0,0,0,0
2856,298,12,4,1017,2,0,0,0,0
2857,298,13,5,1017,2,0,0,0,0
2858,299,13,5,1017,1,0,0,0,0
2859,298,13,5,1017,2,0,0,0,0
2860,298,13,6,1017,2,0,0,0,0
2861,298,13,6,1017,2,0,0,0,0
2862,299,13,6,1017,1,0,0,0,0
2863,298,13,6,1017,2,0,0,0,0
2864,298,12,6,1017,2,0,0,0,0
2865,298,11,7,1017,2,0,0,0,0
2866,299,11,7,1017,1,0,0,0,0
2867,298,11,7,1019,2,0,0,0,0
2868,298,10,7,1019,2,0,0,0,0
2869,298,10,7,1018,2,0,0,0,0
2870,299,10,7,1018,1,0,0,0,0
2871,298,10,6,1018,2,0,0,0,0
2872,299,10,6,1018,1,0,0,0,0
2873,298,10,6,1018,2,0,0,0,0
2874,299,10,6,1018,1,0,0,0,0
2875,298,10,6,1018,2,0,0,0,0
2876,298,10,5,1018,2,0,0,0,0
2877,298,11,4,1018,2,0,0,0,0
2878,299,12,4,1018,1,0,0,0,0
2879,298,12,5,1018,2,0,0,0,0
2880,298,11,6,1018,2,0,0,0,0
2881,298,11,6,1018,2,0,0,0,0
2882,299,11,6,1018,1,0,0,0,0
2883,298,11,6,1018,2,0,0,0,0
2884,298,11,6,1018,2,0,0,0,0
2885,298,11,6,1018,2,0,0,0,0
2886,299,11,6,1017,1,0,0,0,0
2887,298,10,6,1016,2,0,0,0,0
2888,298,10,6,1016,2,0,0,0,0
2889,298,11,6,1016,2,0,0,0,0
2890,301,11,6,1017,-1,0,0,0,0
2891,302,13,6,1017,-2,0,0,0,0
2892,302,14,6,1017,-2,0,0,0,0
2893,301,14,6,1018,-1,0,0,0,0
2894,300,14,6,1018,0,0,0,0,0
2895,298,14,6,1018,2,0,0,0,0
2896,299,14,7,1018,1,0,0,0,0
2897,299,14,7,1018,1,0,0,0,0
2898,302,14,7,1017,-2,0,0,0,0
2899,302,14,6,1017,-2,0,0,0,0
2900,302,14,6,1017,-2,0,0,0,0
2901,302,14,6,1017,-2,0,0,0,0
2902,303,14,6,1017,-3,0,0,0,0
2903,302,14,7,1017,-2,0,0,0,0
2904,302,14,7,1017,-2,0,0,0,0
2905,302,14,8,1017,-2,0,0,0,0
2906,300,14,8,1017,0,0,0,0,0
2907,298,14,8,1017,2,0,0,0,0
2908,299,13,7,1016,1,0,0,0,0
2909,299,13,7,1016,1,0,0,0,0
2910,302,12,6,1016,-2,0,0,0,0
2911,302,12,5,1016,-2,0,0,0,0
2912,303,13,5,1016,-3,0,0,0,0
2913,301,14,5,1016,-1,0,0,0,0
2914,303,14,5,1016,-3,0,0,0,0
2915,302,13,6,1016,-2,0,0,0,0
2916,302,13,6,1016,-2,0,0,0,0
2917,302,12,6,1015,-2,0,0,0,0
2918,299,12,7,1014,1,0,0,0,0
2919,298,12,7,1014,2,0,0,0,0
2920,298,12,7,1014,2,0,0,0,0
2921,299,12,7,1015,1,0,0,0,0
2922,299,12,6,1016,1,0,0,0,0
2923,298,12,6,1017,2,0,0,0,0
2924,299,13,7,1017,1,0,0,0,0
2925,299,14,7,1017,1,0,0,0,0
2926,299,14,7,1017,1,0,0,0,0
2927,298,13,7,1016,2,0,0,0,0
2928,298,13,7,1016,2,0,0,0,0
2929,299,13,7,1016,1,0,0,0,0
2930,299,13,7,1017,1,0,0,0,0
2931,298,13,7,1017,2,0,0,0,0
2932,301,14,7,1017,-1,0,0,0,0
2933,299,14,7,1018,1,0,0,0,0
2934,302,14,7,1019,-2,0,0,0,0
2935,301,14,7,1019,-1,0,0,0,0
2936,302,13,6,1019,-2,0,0,0,0
2937,302,13,6,1020,-2,0,0,0,0
2938,302,13,6,1021,-2,0,0,0,0
2939,302,13,5,1021,-2,0,0,0,0
2940,302,13,5,1020,-2,0,0,0,0
2941,302,13,5,1019,-2,0,0,0,0
2942,299,13,5,1018,1,0,0,0,0
2943,298,13,6,1017,2,0,0,0,0
2944,298,13,7,1017,2,0,0,0,0
2945,300,12,7,1017,0,0,0,0,0
2946,303,12,7,1017,-3,0,0,0,0
2947,302,12,7,1018,-2,0,0,0,0
2948,303,11,6,1018,-3,0,0,0,0
2949,302,11,6,1018,-2,0,0,0,0
2950,298,10,5,1018,2,0,0,0,0
2951,299,10,6,1017,1,0,0,0,0
2952,299,10,7,1016,1,0,0,0,0
2953,299,11,7,1015,1,0,0,0,0
2954,299,11,7,1015,1,0,0,0,0
2955,298,11,6,1015,2,0,0,0,0
2956,299,11,6,1016,1,0,0,0,0
2957,299,11,6,1016,1,0,0,0,0
2958,299,11,6,1017,1,0,0,0,0
2959,299,11,6,1017,1,0,0,0,0
2960,299,11,6,1017,1,0,0,0,0
2961,299,12,6,1017,1,0,0,0,0
2962,299,12,5,1017,1,0,0,0,0
2963,298,12,5,1017,2,0,0,0,0
2964,298,12,5,1017,2,0,0,0,0
2965,299,13,5,1017,1,0,0,0,0
2966,299,14,5,1017,1,0,0,0,0
2967,298,15,5,1016,2,0,0,0,0
2968,299,15,5,1015,1,0,0,0,0
2969,299,14,5,1015,1,0,0,0,0
2970,299,13,5,1015,1,0,0,0,0
2971,299,13,5,1015,1,0,0,0,0
2972,299,13,5,1015,1,0,0,0,0
2973,299,13,5,1016,1,0,0,0,0
2974,299,13,5,1017,1,0,0,0,0
2975,299,13,6,1017,1,0,0,0,0
2976,299,13,6,1019,1,0,0,0,0
2977,299,14,6,1019,1,0,0,0,0
2978,299,15,6,1019,1,0,0,0,0
2979,299,15,6,1019,1,0,0,0,0
2980,299,15,5,1019,1,0,0,0,0
2981,300,14,5,1018,0,0,0,0,0
2982,303,14,5,1018,-3,0,0,0,0
2983,302,14,5,1018,-2,0,0,0,0
2984,302,14,5,1018,-2,0,0,0,0
2985,302,14,5,1018,-2,0,0,0,0
2986,298,13,5,1018,2,0,0,0,0
2987,299,12,5,1018,1,0,0,0,0
2988,298,11,6,1018,2,0,0,0,0
2989,299,11,6,1018,1,0,0,0,0
2990,299,11,6,1019,1,0,0,0,0
2991,299,11,7,1019,1,0,0,0,0
2992,299,11,8,1019,1,0,0,0,0
2993,301,12,8,1019,-1,0,0,0,0
2994,302,12,8,1018,-2,0,0,0,0
2995,302,11,8,1018,-2,0,0,0,0
2996,302,11,8,1017,-2,0,0,0,0
2997,301,10,7,1017,-1,0,0,0,0
2998,297,9,6,1017,3,0,0,0,0
2999,299,9,5,1017,1,0,0,0,0
3000,298,10,5,1017,2,0,0,0,0
3001,300,10,5,1017,0,0,0,0,0
3002,302,10,5,1017,-2,0,0,0,0
3003,301,11,5,1017,-1,0,0,0,0
3004,301,12,5,1017,-1,0,0,0,0
3005,301,12,6,1017,-1,0,0,0,0
3006,295,13,6,1017,5,10040,10000,40,0
3007,299,-2,-188,994,1,0,0,0,0
3008,298,-15,-197,1004,2,0,0,0,0
3009,299,7,-189,1036,1,0,0,0,0
3010,298,14,-159,1030,2,0,0,0,0
3011,298,12,-136,1000,2,0,0,0,0
3012,298,6,-94,973,2,0,0,0,0
3013,299,5,-82,959,1,0,0,0,0
3014,297,3,-53,961,3,0,0,0,0
3015,298,5,-44,968,2,0,0,0,0
3016,298,7,-28,984,2,0,0,0,0
3017,301,8,-21,998,-1,0,0,0,0
3018,301,9,-14,1011,-1,0,0,0,0
3019,301,11,-7,1023,-1,0,0,0,0
3020,301,12,-7,1027,-1,0,0,0,0
3021,302,13,0,1032,-2,0,0,0,0
3022,301,14,-1,1030,-1,0,0,0,0
3023,302,14,4,1029,-2,0,0,0,0
3024,301,14,3,1024,-1,0,0,0,0
3025,303,13,6,1021,-3,0,0,0,0
3026,301,13,5,1018,-1,0,0,0,0
3027,302,13,5,1016,-2,0,0,0,0
3028,301,13,5,1016,-1,0,0,0,0
3029,302,13,6,1016,-2,0,0,0,0
3030,301,12,8,1018,-1,0,0,0,0
3031,302,12,7,1017,-2,0,0,0,0
3032,302,12,8,1017,-2,0,0,0,0
3033,300,12,7,1016,0,0,0,0,0
3034,297,12,7,1016,3,0,0,0,0
3035,298,12,5,1016,2,0,0,0,0
3036,299,12,5,1016,1,0,0,0,0
3037,301,12,5,1016,-1,0,0,0,0
3038,301,12,5,1016,-1,0,0,0,0
3039,302,13,5,1016,-2,0,0,0,0
3040,301,13,5,1016,-1,0,0,0,0
3041,302,12,5,1018,-2,0,0,0,0
3042,302,12,5,1018,-2,0,0,0,0
3043,302,12,5,1018,-2,0,0,0,0
3044,300,12,5,1018,0,0,0,0,0
3045,302,12,5,1018,-2,0,0,0,0
3046,301,13,5,1017,-1,0,0,0,0
3047,302,13,5,1017,-2,0,0,0,0
3048,301,14,5,1018,-1,0,0,0,0
3049,302,14,6,1019,-2,0,0,0,0
3050,301,14,6,1019,-1,0,0,0,0
3051,302,13,6,1020,-2,0,0,0,0
3052,301,13,6,1021,-1,0,0,0,0
3053,302,12,6,1022,-2,0,0,0,0
3054,301,12,7,1022,-1,0,0,0,0
3055,302,13,7,1022,-2,0,0,0,0
3056,301,13,6,1021,-1,0,0,0,0
3057,302,12,6,1021,-2,0,0,0,0
3058,301,11,6,1020,-1,0,0,0,0
3059,301,11,6,1019,-1,0,0,0,0
3060,301,11,6,1017,-1,0,0,0,0
3061,302,11,6,1017,-2,0,0,0,0
3062,301,10,6,1017,-1,0,0,0,0
3063,301,10,6,1017,-1,0,0,0,0
3064,302,10,6,1016,-2,0,0,0,0
3065,302,11,5,1015,-2,0,0,0,0
3066,299,12,4,1016,1,0,0,0,0
3067,302,13,4,1016,-2,0,0,0,0
3068,302,13,4,1017,-2,0,0,0,0
3069,302,12,4,1018,-2,0,0,0,0
3070,301,12,4,1018,-1,0,0,0,0
3071,302,12,4,1018,-2,0,0,0,0
3072,302,12,5,1018,-2,0,0,0,0
3073,302,13,6,1018,-2,0,0,0,0
3074,301,13,6,1018,-1,0,0,0,0
3075,301,12,6,1018,-1,0,0,0,0
3076,302,11,6,1018,-2,0,0,0,0
3077,302,12,6,1018,-2,0,0,0,0
3078,301,12,6,1018,-1,0,0,0,0
3079,302,12,6,1018,-2,0,0,0,0
3080,302,12,6,1018,-2,0,0,0,0
3081,302,12,6,1018,-2,0,0,0,0
3082,301,11,7,1018,-1,0,0,0,0
3083,302,11,8,1018,-2,0,0,0,0
3084,301,11,8,1017,-1,0,0,0,0
3085,298,11,7,1016,2,0,0,0,0
3086,298,12,7,1016,2,0,0,0,0
3087,298,12,7,1016,2,0,0,0,0
3088,299,12,7,1016,1,0,0,0,0
3089,303,12,7,1016,-3,0,0,0,0
3090,298,12,7,1016,2,0,0,0,0
3091,298,13,7,1017,2,0,0,0,0
3092,299,13,7,1017,1,0,0,0,0
3093,302,12,8,1018,-2,0,0,0,0
3094,301,11,8,1018,-1,0,0,0,0
3095,302,10,7,1017,-2,0,0,0,0
3096,302,10,7,1017,-2,0,0,0,0
3097,302,10,7,1017,-2,0,0,0,0
3098,302,10,7,1017,-2,0,0,0,0
3099,302,11,6,1017,-2,0,0,0,0
3100,303,12,6,1017,-3,0,0,0,0
3101,302,12,7,1016,-2,0,0,0,0
3102,302,12,7,1017,-2,0,0,0,0
3103,302,11,7,1018,-2,0,0,0,0
3104,303,11,8,1018,-3,0,0,0,0
3105,302,12,8,1018,-2,0,0,0,0
3106,301,12,8,1018,-1,0,0,0,0
3107,302,12,8,1018,-2,0,0,0,0
3108,302,12,8,1017,-2,0,0,0,0
3109,302,13,8,1017,-2,0,0,0,0
3110,302,14,8,1016,-2,0,0,0,0
3111,302,13,8,1015,-2,0,0,0,0
3112,302,12,8,1014,-2,0,0,0,0
3113,302,11,7,1014,-2,0,0,0,0
3114,302,11,7,1016,-2,0,0,0,0
3115,305,11,7,1017,-5,10070,55536,65466,0
3116,302,21,86,1046,-2,0,0,0,0
3117,301,32,-55,1070,-1,0,0,0,0
3118,302,8,-136,1064,-2,0,0,0,0
3119,302,9,-133,1049,-2,0,0,0,0
3120,301,20,-108,1042,-1,0,0,0,0
3121,298,26,-83,1058,2,0,0,0,0
3122,299,27,-63,1065,1,0,0,0,0
3123,299,26,-51,1064,1,0,0,0,0
3124,299,23,-34,1058,1,0,0,0,0
3125,299,19,-26,1041,1,0,0,0,0
3126,299,15,-15,1030,1,0,0,0,0
3127,299,12,-10,1017,1,0,0,0,0
3128,301,11,-4,1012,-1,0,0,0,0
3129,302,9,-1,1010,-2,0,0,0,0
3130,302,8,0,1012,-2,0,0,0,0
3131,302,8,2,1017,-2,0,0,0,0
3132,301,9,1,1020,-1,0,0,0,0
3133,297,10,4,1023,3,0,0,0,0
3134,299,10,4,1022,1,0,0,0,0
3135,298,10,6,1022,2,0,0,0,0
3136,301,10,6,1020,-1,0,0,0,0
3137,302,11,6,1019,-2,0,0,0,0
3138,302,11,7,1017,-2,0,0,0,0
3139,302,12,7,1016,-2,0,0,0,0
3140,301,12,7,1017,-1,0,0,0,0
3141,298,12,6,1017,2,0,0,0,0
3142,299,13,6,1018,1,0,0,0,0
3143,298,13,6,1018,2,0,0,0,0
3144,299,13,6,1018,1,0,0,0,0
3145,298,14,7,1019,2,0,0,0,0
3146,299,14,7,1020,1,0,0,0,0
3147,298,13,7,1021,2,0,0,0,0
3148,301,12,7,1021,-1,0,0,0,0
3149,302,12,7,1020,-2,0,0,0,0
3150,302,12,7,1019,-2,0,0,0,0
3151,302,11,7,1019,-2,0,0,0,0
3152,301,12,7,1019,-1,0,0,0,0
3153,297,12,7,1019,3,0,0,0,0
3154,299,12,7,1019,1,0,0,0,0
3155,299,12,7,1019,1,0,0,0,0
3156,299,12,7,1019,1,0,0,0,0
3157,298,12,7,1018,2,0,0,0,0
3158,299,12,7,1018,1,0,0,0,0
3159,298,13,6,1018,2,0,0,0,0
3160,299,13,6,1018,1,0,0,0,0
3161,298,13,6,1017,2,0,0,0,0
3162,299,13,4,1016,1,0,0,0,0
3163,299,13,4,1017,1,0,0,0,0
3164,299,12,4,1017,1,0,0,0,0
3165,298,12,4,1017,2,0,0,0,0
3166,299,11,5,1017,1,0,0,0,0
3167,299,11,5,1017,1,0,0,0,0
3168,299,11,5,1016,1,0,0,0,0
3169,298,11,5,1015,2,0,0,0,0
3170,299,12,5,1015,1,0,0,0,0
3171,299,12,5,1015,1,0,0,0,0
3172,302,12,6,1016,-2,0,0,0,0
3173,302,12,7,1017,-2,0,0,0,0
3174,302,12,7,1017,-2,0,0,0,0
3175,302,12,7,1018,-2,0,0,0,0
3176,303,12,6,1018,-3,0,0,0,0
3177,302,12,5,1018,-2,0,0,0,0
3178,302,12,4,1018,-2,0,0,0,0
3179,302,12,4,1018,-2,0,0,0,0
3180,303,12,4,1018,-3,0,0,0,0
3181,302,12,4,1019,-2,0,0,0,0
3182,302,12,4,1020,-2,0,0,0,0
3183,302,11,5,1019,-2,0,0,0,0
3184,300,11,6,1019,0,0,0,0,0
3185,298,11,7,1019,2,0,0,0,0
3186,298,11,7,1020,2,0,0,0,0
3187,299,10,7,1020,1,0,0,0,0
3188,299,10,7,1021,1,0,0,0,0
3189,298,11,7,1021,2,0,0,0,0
3190,299,12,7,1020,1,0,0,0,0
3191,299,13,7,1020,1,0,0,0,0
3192,299,13,7,1020,1,0,0,0,0
3193,298,13,6,1019,2,0,0,0,0
3194,299,13,6,1019,1,0,0,0,0
3195,299,12,6,1019,1,0,0,0,0
3196,302,11,6,1019,-2,0,0,0,0
3197,301,10,6,1019,-1,0,0,0,0
3198,302,10,6,1019,-2,0,0,0,0
3199,302,11,6,1018,-2,0,0,0,0
3200,302,11,6,1018,-2,0,0,0,0
3201,301,12,6,1018,-1,0,0,0,0
3202,302,13,6,1017,-2,0,0,0,0
3203,301,13,6,1017,-1,0,0,0,0
3204,298,13,6,1017,2,0,0,0,0
3205,298,12,6,1017,2,0,0,0,0
3206,298,12,6,1017,2,0,0,0,0
3207,299,12,6,1017,1,0,0,0,0
3208,302,12,6,1016,-2,0,0,0,0
3209,301,12,5,1016,-1,0,0,0,0
3210,302,12,5,1016,-2,0,0,0,0
3211,301,12,5,1016,-1,0,0,0,0
3212,298,13,5,1016,2,0,0,0,0
3213,298,13,5,1016,2,0,0,0,0
3214,298,13,5,1017,2,0,0,0,0
3215,299,14,5,1017,1,0,0,0,0
3216,299,14,6,1017,1,0,0,0,0
3217,297,14,6,1017,3,0,0,0,0
3218,298,14,6,1017,2,0,0,0,0
3219,298,17,6,1017,2,0,0,0,0
3220,302,17,6,1017,-2,0,0,0,0
3221,301,16,6,1017,-1,0,0,0,0
3222,301,16,5,1017,-1,0,0,0,0
3223,301,15,5,1017,-1,0,0,0,0
3224,301,14,5,1017,-1,0,0,0,0
3225,301,14,4,1017,-1,0,0,0,0
3226,301,14,4,1017,-1,0,0,0,0
3227,301,13,4,1017,-1,0,0,0,0
3228,298,13,5,1018,2,0,0,0,0
3229,301,13,6,1018,-1,0,0,0,0
3230,298,12,6,1018,2,0,0,0,0
3231,299,12,6,1018,1,0,0,0,0
3232,299,12,6,1019,1,0,0,0,0
3233,298,12,6,1019,2,0,0,0,0
3234,298,12,5,1019,2,0,0,0,0
3235,300,12,5,1019,0,0,0,0,0
3236,302,11,5,1019,-2,0,0,0,0
3237,301,11,6,1019,-1,0,0,0,0
3238,301,11,6,1019,-1,0,0,0,0
3239,301,11,6,1018,-1,0,0,0,0
3240,301,11,6,1017,-1,0,0,0,0
3241,301,11,6,1016,-1,0,0,0,0
3242,302,11,6,1015,-2,0,0,0,0
3243,301,11,6,1014,-1,0,0,0,0
3244,301,11,7,1014,-1,0,0,0,0
3245,301,11,7,1015,-1,0,0,0,0
3246,301,11,7,1016,-1,0,0,0,0
3247,301,11,7,1016,-1,0,0,0,0
3248,301,11,7,1017,-1,0,0,0,0
3249,297,12,7,1017,3,0,0,0,0
3250,301,13,7,1017,-1,0,0,0,0
3251,301,13,6,1017,-1,0,0,0,0
3252,297,12,4,1016,3,0,0,0,0
3253,299,12,4,1015,1,0,0,0,0
3254,298,12,4,1015,2,0,0,0,0
3255,299,12,5,1015,1,0,0,0,0
3256,298,12,5,1015,2,0,0,0,0
3257,297,12,5,1015,3,0,0,0,0
3258,298,12,6,1015,2,0,0,0,0
3259,299,13,6,1015,1,0,0,0,0
3260,298,14,6,1015,2,0,0,0,0
3261,298,14,6,1015,2,0,0,0,0
3262,298,14,6,1015,2,0,0,0,0
3263,300,14,6,1015,0,0,0,0,0
3264,301,13,6,1015,-1,0,0,0,0
3265,301,12,6,1016,-1,0,0,0,0
3266,302,12,6,1017,-2,0,0,0,0
3267,301,11,6,1018,-1,0,0,0,0
3268,297,10,6,1018,3,0,0,0,0
3269,298,10,6,1018,2,0,0,0,0
3270,298,10,6,1018,2,0,0,0,0
3271,301,9,6,1018,-1,0,0,0,0
3272,302,10,5,1018,-2,0,0,0,0
3273,301,10,5,1018,-1,0,0,0,0
3274,301,10,5,1018,-1,0,0,0,0
3275,303,10,5,1017,-3,0,0,0,0
3276,301,15,5,1017,-1,0,0,0,0
3277,301,15,5,1016,-1,0,0,0,0
3278,301,15,5,1016,-1,0,0,0,0
3279,301,15,5,1016,-1,0,0,0,0
3280,297,15,5,1016,3,0,0,0,0
3281,298,15,5,1015,2,0,0,0,0
3282,297,15,5,1014,3,0,0,0,0
3283,300,15,5,1015,0,0,0,0,0
3284,301,15,5,1015,-1,0,0,0,0
3285,301,15,5,1015,-1,0,0,0,0
3286,301,15,5,1015,-1,0,0,0,0
3287,302,14,6,1016,-2,0,0,0,0
3288,300,13,7,1016,0,0,0,0,0
3289,301,13,7,1017,-1,0,0,0,0
3290,301,13,7,1017,-1,0,0,0,0
3291,302,13,7,1018,-2,0,0,0,0
3292,301,14,7,1018,-1,0,0,0,0
3293,301,14,8,1017,-1,0,0,0,0
3294,300,14,8,1018,0,0,0,0,0
3295,301,14,7,1018,-1,0,0,0,0
3296,301,14,6,1017,-1,0,0,0,0
3297,302,14,6,1017,-2,0,0,0,0
3298,302,14,6,1017,-2,0,0,0,0
3299,302,14,6,1017,-2,0,0,0,0
3300,301,14,6,1017,-1,0,0,0,0
3301,302,14,6,1017,-2,0,0,0,0
3302,302,13,6,1017,-2,0,0,0,0
3303,303,13,6,1017,-3,0,0,0,0
3304,301,12,6,1017,-1,0,0,0,0
3305,302,11,6,1017,-2,0,0,0,0
3306,306,11,6,1017,-6,12080,53536,65456,0
3307,300,7,-103,963,0,0,0,0,0
3308,298,0,-149,950,2,0,0,0,0
3309,299,-19,-101,846,1,0,0,0,0
3310,299,-24,-94,917,1,0,0,0,0
3311,302,-20,-50,945,-2,0,0,0,0
3312,302,4,-55,1001,-2,0,0,0,0
3313,302,-9,-24,1006,-2,0,0,0,0
3314,302,3,-17,997,-2,0,0,0,0
3315,300,0,-5,991,0,0,0,0,0
3316,299,3,0,981,1,0,0,0,0
3317,299,6,0,978,1,0,0,0,0
3318,299,7,7,982,1,0,0,0,0
3319,299,10,3,980,1,0,0,0,0
3320,298,9,9,989,2,0,0,0,0
3321,299,12,5,993,1,0,0,0,0
3322,299,11,8,1002,1,0,0,0,0
3323,299,12,5,1008,1,0,0,0,0
3324,298,11,5,1013,2,0,0,0,0
3325,299,13,5,1016,1,0,0,0,0
3326,299,13,5,1017,1,0,0,0,0
3327,299,13,6,1018,1,0,0,0,0
3328,298,13,4,1016,2,0,0,0,0
3329,299,12,5,1017,1,0,0,0,0
3330,299,12,4,1017,1,0,0,0,0
3331,302,11,6,1019,-2,0,0,0,0
3332,302,12,6,1020,-2,0,0,0,0
3333,302,12,6,1021,-2,0,0,0,0
3334,302,13,6,1021,-2,0,0,0,0
3335,299,13,6,1021,1,0,0,0,0
3336,299,12,5,1021,1,0,0,0,0
3337,299,11,5,1021,1,0,0,0,0
3338,299,11,4,1020,1,0,0,0,0
3339,299,11,5,1021,1,0,0,0,0
3340,298,11,5,1021,2,0,0,0,0
3341,299,11,5,1021,1,0,0,0,0
3342,299,11,5,1020,1,0,0,0,0
3343,299,10,5,1019,1,0,0,0,0
3344,298,10,5,1019,2,0,0,0,0
3345,298,11,5,1020,2,0,0,0,0
3346,299,12,5,1021,1,0,0,0,0
3347,299,13,5,1021,1,0,0,0,0
3348,298,12,5,1019,2,0,0,0,0
3349,299,12,4,1018,1,0,0,0,0
3350,299,12,4,1017,1,0,0,0,0
3351,299,12,4,1017,1,0,0,0,0
3352,299,12,4,1016,1,0,0,0,0
3353,299,12,4,1016,1,0,0,0,0
3354,299,12,4,1016,1,0,0,0,0
3355,299,12,5,1017,1,0,0,0,0
3356,299,12,5,1018,1,0,0,0,0
3357,299,12,5,1017,1,0,0,0,0
3358,299,12,5,1016,1,0,0,0,0
3359,299,12,5,1016,1,0,0,0,0
3360,298,12,5,1016,2,0,0,0,0
3361,299,13,5,1016,1,0,0,0,0
3362,299,13,5,1016,1,0,0,0,0
3363,299,13,5,1016,1,0,0,0,0
3364,298,13,5,1016,2,0,0,0,0
3365,299,13,5,1016,1,0,0,0,0
3366,299,13,5,1015,1,0,0,0,0
3367,299,13,5,1015,1,0,0,0,0
3368,299,13,5,1015,1,0,0,0,0
3369,303,13,6,1015,-3,0,0,0,0
3370,299,13,6,1016,1,0,0,0,0
3371,302,12,6,1017,-2,0,0,0,0
3372,301,12,6,1017,-1,0,0,0,0
3373,302,12,6,1017,-2,0,0,0,0
3374,302,13,6,1018,-2,0,0,0,0
3375,298,13,6,1018,2,0,0,0,0
3376,299,12,6,1018,1,0,0,0,0
3377,299,12,5,1017,1,0,0,0,0
3378,299,12,5,1017,1,0,0,0,0
3379,299,12,5,1017,1,0,0,0,0
3380,298,12,5,1016,2,0,0,0,0
3381,298,12,5,1016,2,0,0,0,0
3382,300,12,5,1016,0,0,0,0,0
3383,303,12,5,1018,-3,0,0,0,0
3384,301,12,6,1018,-1,0,0,0,0
3385,302,12,6,1018,-2,0,0,0,0
3386,302,12,7,1018,-2,0,0,0,0
3387,298,13,7,1018,2,0,0,0,0
3388,299,13,7,1018,1,0,0,0,0
3389,299,13,8,1017,1,0,0,0,0
3390,299,13,8,1017,1,0,0,0,0
3391,299,13,8,1018,1,0,0,0,0
3392,299,13,8,1018,1,0,0,0,0
3393,299,13,8,1018,1,0,0,0,0
3394,299,13,8,1018,1,0,0,0,0
3395,298,13,8,1019,2,0,0,0,0
3396,298,13,8,1019,2,0,0,0,0
3397,298,13,8,1020,2,0,0,0,0
3398,299,13,8,1021,1,0,0,0,0
3399,298,13,8,1021,2,0,0,0,0
3400,298,13,7,1019,2,0,0,0,0
3401,298,13,7,1019,2,0,0,0,0
3402,299,13,6,1019,1,0,0,0,0
3403,298,13,6,1019,2,0,0,0,0
3404,298,13,6,1020,2,0,0,0,0
3405,298,13,6,1020,2,0,0,0,0
3406,299,13,6,1019,1,0,0,0,0
3407,298,14,5,1019,2,0,0,0,0
3408,298,14,5,1019,2,0,0,0,0
3409,298,14,4,1019,2,0,0,0,0
3410,299,14,4,1019,1,0,0,0,0
3411,298,13,4,1018,2,0,0,0,0
3412,299,13,4,1018,1,0,0,0,0
3413,298,12,4,1018,2,0,0,0,0
3414,298,12,4,1018,2,0,0,0,0
3415,298,12,4,1018,2,0,0,0,0
3416,298,13,4,1019,2,0,0,0,0
3417,298,13,4,1018,2,0,0,0,0
3418,299,13,4,1018,1,0,0,0,0
3419,298,13,4,1019,2,0,0,0,0
3420,298,13,4,1020,2,0,0,0,0
3421,298,13,5,1020,2,0,0,0,0
3422,299,12,5,1019,1,0,0,0,0
3423,298,11,5,1017,2,0,0,0,0
3424,298,10,5,1016,2,0,0,0,0
3425,298,10,5,1016,2,0,0,0,0
3426,299,10,5,1016,1,0,0,0,0
3427,298,10,5,1015,2,0,0,0,0
3428,298,10,5,1015,2,0,0,0,0
3429,298,12,5,1015,2,0,0,0,0
3430,301,12,5,1016,-1,0,0,0,0
3431,302,12,5,1016,-2,0,0,0,0
3432,301,12,5,1016,-1,0,0,0,0
3433,301,12,5,1016,-1,0,0,0,0
3434,299,12,6,1015,1,0,0,0,0
3435,301,12,7,1015,-1,0,0,0,0
3436,301,12,8,1015,-1,0,0,0,0
3437,302,12,8,1016,-2,0,0,0,0
3438,300,11,7,1016,0,0,0,0,0
3439,297,12,7,1016,3,0,0,0,0
3440,299,12,7,1016,1,0,0,0,0
3441,298,12,7,1018,2,0,0,0,0
3442,299,12,6,1019,1,0,0,0,0
3443,298,12,5,1019,2,0,0,0,0
3444,298,13,5,1017,2,0,0,0,0
3445,298,13,5,1016,2,0,0,0,0
3446,299,17,6,1016,1,0,0,0,0
3447,298,16,6,1016,2,0,0,0,0
3448,298,15,5,1016,2,0,0,0,0
3449,298,14,5,1015,2,0,0,0,0
3450,302,14,5,1015,-2,0,0,0,0
3451,301,14,5,1015,-1,0,0,0,0
3452,302,14,5,1015,-2,0,0,0,0
3453,302,14,5,1015,-2,0,0,0,0
3454,302,13,5,1017,-2,0,0,0,0
3455,301,13,5,1017,-1,0,0,0,0
3456,301,13,5,1018,-1,0,0,0,0
3457,302,13,5,1019,-2,0,0,0,0
3458,302,13,4,1018,-2,0,0,0,0
3459,301,13,3,1019,-1,0,0,0,0
3460,305,12,3,1019,-5,10060,55536,65476,0
3461,301,19,183,1023,-1,0,0,0,0
3462,299,38,124,1030,1,0,0,0,0
